"","X1","X2","X3","X4","X5"
"1",32.3741178846101,51.8445106736635,32.0919616169566,30.1266565606382,30.8300816933525
"2",29.267557660276,21.2349198908137,34.8892950748607,29.855943251138,38.6988949464426
"3",28.0140480903483,22.8116259537628,27.6225864766744,27.9160068765959,34.6514264690012
"4",31.9190391444201,29.0699606466268,32.2761486928619,32.0145472697161,30.577356038536
"5",24.8185923394122,33.79884448868,36.6631327651059,37.8108258835222,44.8097294255554
"6",22.5362568459228,25.2241794063625,25.963635592673,31.0983080840825,23.1245437406259
"7",31.8606286326031,36.211040272761,35.8698982406556,31.0338470174701,29.0452008424257
"8",34.3198523780578,32.6359976824577,35.9434015425758,35.6584348394179,29.1399970579496
"9",28.5380620640412,19.8143067813332,24.7970799677012,36.443239255063,46.1219318291508
"10",30.0262656397407,40.5950809132412,44.6932279669243,35.6361738957795,25.5765454432602
"11",33.9475171886064,36.8252458532263,35.807201835999,28.4336026348063,17.6195310188605
"12",20.2826533535868,43.6803870273775,33.229069955416,27.656797126386,45.8295289563854
"13",34.7698569609411,33.4486562387241,23.8592386973004,25.0551437988865,30.9483019092995
"14",38.8866681867873,24.8847704573151,16.7506344801877,30.493592399098,27.337265531597
"15",33.9383671159296,21.4074577585659,41.9790956854412,33.7754711019562,34.5944612707433
"16",21.9333670774805,27.4063709247652,35.024713801558,30.2767090819455,17.7700856582009
"17",21.1412249943499,33.1505463261321,32.2062212871588,27.5707957535326,30.2605951111842
"18",37.112361649269,23.0713124185657,23.9867146929868,29.2945661052223,35.3597823119293
"19",24.6395160417146,25.617689170438,28.8382793592419,32.4300262306856,33.1155295366726
"20",26.0193892821543,19.2208847365733,33.5508859833945,34.8471505066266,25.9812370739009
"21",16.5546878426243,31.6118489528141,37.6340973792434,35.640344941885,33.4554077252858
"22",32.6916815768635,34.7086353508919,32.7997317453641,40.3403285907737,37.3310293923179
"23",29.2422011625865,26.8949556328861,27.0506547470152,18.5052610509005,34.5934199716142
"24",34.0735609532705,23.8525094006071,28.3228886374872,48.2055560853383,26.8382798780737
"25",33.1295674313597,40.6665460331024,37.6838350677229,33.3181472939139,27.8567704722895
"26",22.8305032885388,34.6858041695036,32.2629556788523,27.0684372494914,39.5448589906595
"27",21.113101778948,30.5103083819296,23.88466162814,28.2908814104851,27.248912754985
"28",34.8240841980982,19.6398635363172,28.8901961054289,27.7119887508145,31.9297671193005
"29",27.7645862739057,34.7772450620033,35.9998088205906,32.3785599802683,30.7833811678176
"30",24.9683960470334,27.1579623432527,32.9424928062953,32.4207906359902,30.1193505664672
"31",28.8448383672523,35.123932664741,25.1271632181454,20.9420581818926,37.3592250776373
"32",24.3403374810873,33.7241974867151,35.7884918112192,26.4130032192817,35.2208944554329
"33",30.3347557536246,26.2803990663869,32.1689045042217,26.8183592895172,30.5195227761999
"34",40.9156553933131,28.0184834633441,20.1434147417492,31.9651743411713,25.572670531395
"35",39.4088690456735,43.2765568560799,34.6818896484645,38.6412523608621,26.49140296363
"36",30.1058126357041,29.1184398809938,30.8492161611323,32.5504901497611,29.044140594208
"37",31.7562695749726,23.9127912085076,43.342395460273,32.1054947469537,30.7293442497781
"38",33.6687547195661,33.5718454568723,39.8186117251882,43.5724962236427,35.6900200229225
"39",33.5496110861694,32.6038266127278,27.7891510861665,32.7600558663245,31.1745104516181
"40",38.0602755017344,26.3198358070107,24.4174909142087,44.1262876789977,21.9977681092442
"41",37.2177247474256,24.3577956701499,41.6141108416142,29.6741632031141,33.7287180449041
"42",34.7964591153244,18.2554749975252,33.8685043417237,21.7374967081009,23.1167484546343
"43",34.6853646695809,24.3542646511417,26.3241290536693,36.0074834086745,34.8092126823113
"44",34.1152494927082,39.868451139882,30.3313757358643,22.9387140191864,27.5197239616665
"45",28.0775268316246,29.1199299177276,29.7404959580283,28.8164208142384,26.0012369514784
"46",34.8667534199345,34.7613969532726,33.4576454394963,26.2023965277944,24.1279184550909
"47",32.6664342415755,36.7255480141032,23.4718663537952,23.2394971840922,28.2672802595545
"48",19.4429959987765,26.6605920901847,36.051348749818,34.9643892977627,33.715931341518
"49",30.7432313934785,32.2058072578194,22.4610617379168,26.4556188385808,29.3019389327383
"50",27.9246590116407,37.6376058865709,29.4499681299678,36.5612432539019,32.3746509731691
"51",23.0503456232403,43.2440321455768,30.0099339857834,23.0959785495469,25.8590765699552
"52",32.9955509316878,31.7050016773456,24.4754267868941,33.7955329466691,31.1894747758981
"53",26.9735092415987,32.7241618939393,30.7876173782883,39.8281424946137,28.1232032458135
"54",28.8575265195406,27.7297178010285,17.7066197171706,41.7752981935921,36.6343798867805
"55",17.5845307439903,31.363197788551,42.2387976228779,26.533150080705,38.2012066432651
"56",34.1048464534898,33.1054288880672,26.2163669487569,32.0351134751128,42.8857633044709
"57",24.7746172885036,29.4120047948769,22.6356606263421,30.7289483991527,33.7379246298098
"58",28.8981970654443,27.078075500046,39.6528530824626,35.5645756068232,19.8185170156994
"59",31.9919326327451,35.3266114374293,25.5319787135275,39.8849049910498,35.2243410793238
"60",36.2307397567976,28.5952234840112,37.0708008055245,28.6582686415631,30.7573718025099
"61",36.711470915933,25.4831025343099,32.5202326920045,41.0689819764294,32.2950445854328
"62",29.5765841555032,34.4150133101375,39.6922216207595,26.5031659037434,29.8640305863996
